Case ID,Start Timestamp,Complete Timestamp,Task,Resource
96,2024-09-27 22:36:32.269223,2024-09-27 22:36:36.335509,Validate user payment information and process payment,PaymentGateway
96,2024-09-27 22:36:36.335509,2024-09-27 22:36:39.418973,Update inventory,InventorySystem
96,2024-09-27 22:36:39.418973,2024-09-27 22:36:41.412356,Send confirmation message to user,BookingSystem
96,2024-09-27 22:36:41.412356,2024-09-27 22:36:45.591518,Receive confirmation,Charlie
97,2024-09-27 22:36:02.925207,2024-09-27 22:36:07.303267,Search for attraction,Bob
97,2024-09-27 22:36:07.303267,2024-09-27 22:36:07.303267,Process terminated: User exited early,Bob
98,2024-09-27 22:36:02.925212,2024-09-27 22:36:04.820875,Browse attraction page,Eve
98,2024-09-27 22:36:04.820875,2024-09-27 22:36:06.372082,Response attraction information to user,VisitorInformationSystem
98,2024-09-27 22:36:06.372082,2024-09-27 22:36:09.644043,Click specific attraction book now button,Eve
98,2024-09-27 22:36:09.644043,2024-09-27 22:36:14.577502,Response tour information to user,BookingSystem
98,2024-09-27 22:36:14.577502,2024-09-27 22:36:15.865297,View specific tour details,Eve
98,2024-09-27 22:36:15.865297,2024-09-27 22:36:16.992619,Fill personal information and click book button,Eve
98,2024-09-27 22:36:16.992619,2024-09-27 22:36:18.400279,Validate user input,BookingSystem
98,2024-09-27 22:36:18.400279,2024-09-27 22:36:20.878506,Check availability,InventorySystem
98,2024-09-27 22:36:20.878506,2024-09-27 22:36:25.108034,Create an order and return an order id to user,BookingSystem
98,2024-09-27 22:36:25.108034,2024-09-27 22:36:27.702177,Confirm and pay,Eve
98,2024-09-27 22:36:27.702177,2024-09-27 22:36:30.453420,Validate user payment information and process payment,PaymentGateway
98,2024-09-27 22:36:30.453420,2024-09-27 22:36:32.084529,Update inventory,InventorySystem
98,2024-09-27 22:36:32.084529,2024-09-27 22:36:34.801189,Send confirmation message to user,BookingSystem
98,2024-09-27 22:36:34.801189,2024-09-27 22:36:39.271324,Receive confirmation,Eve
99,2024-09-27 22:36:02.925220,2024-09-27 22:36:05.540327,Browse attraction page,Eve
99,2024-09-27 22:36:05.540327,2024-09-27 22:36:05.540327,Process terminated: User exited early,Eve
100,2024-09-27 22:36:02.925222,2024-09-27 22:36:06.235848,Search for attraction,Bob
100,2024-09-27 22:36:06.235848,2024-09-27 22:36:08.450965,Response attraction information to user,VisitorInformationSystem
100,2024-09-27 22:36:08.450965,2024-09-27 22:36:10.013168,Click specific attraction book now button,Bob
100,2024-09-27 22:36:10.013168,2024-09-27 22:36:14.592274,Response tour information to user,BookingSystem
100,2024-09-27 22:36:14.592274,2024-09-27 22:36:19.213096,View specific tour details,Bob
100,2024-09-27 22:36:19.213096,2024-09-27 22:36:21.693118,Fill personal information and click book button,Bob
100,2024-09-27 22:36:21.693118,2024-09-27 22:36:25.928672,Validate user input,BookingSystem
100,2024-09-27 22:36:25.928672,2024-09-27 22:36:29.008649,Check availability,InventorySystem
100,2024-09-27 22:36:29.008649,2024-09-27 22:36:30.969783,Create an order and return an order id to user,BookingSystem
100,2024-09-27 22:36:30.969783,2024-09-27 22:36:35.597617,Confirm and pay,Bob
100,2024-09-27 22:36:35.597617,2024-09-27 22:36:36.976399,Validate user payment information and process payment,PaymentGateway
100,2024-09-27 22:36:36.976399,2024-09-27 22:36:41.372587,Update inventory,InventorySystem
100,2024-09-27 22:36:41.372587,2024-09-27 22:36:45.389237,Send confirmation message to user,BookingSystem
100,2024-09-27 22:36:45.389237,2024-09-27 22:36:47.290801,Receive confirmation,Bob
